hours_since_second,battery,rr,spo2,hr,hrv,sbp,dbp,pp,MAPrs,sv,co,ci,svr,temp,movement
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-0.058910162002935876,-1.6279069767441927,0.0,-0.013054830287199962,2.6760563380281708,-0.10516252390058392,-0.1841359773371121,0.0588235294117551,-0.12195121951218303,0.014265335235371138,0.2941176470588303,-0.4509283819628716,-0.0395617772367468,0.01748251748252021,11.176470588235297
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,,,,,,,,,,,,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-0.09803921568628447,-1.6344725111441267,0.0,-1.5931687916715425,0.9691629955947104,-0.7108173725384298,-0.8209597291221485,-0.5403547957561879,-0.7338274316039929,-0.5002452182442448,-2.0282162313172174,-1.9440854363648687,1.2824429801561117,0.001915158479351539,6.033453162601401
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-0.7126948775055655,1.5384615384615448,1.0274579273693554,5.181975736568459,-16.245733788395903,0.5828779599271485,1.147776183644185,-0.14862981885740775,0.7747080603816623,1.5927601809954697,6.578397212543546,6.829268292682923,-5.259662935515046,0.16183412002699768,97.21223021582735
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,-0.23083080474319875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-0.3378559828130723,-2.071223905034808,0.12864493996569468,1.8732692620948108,14.058355437665773,1.0000490059950689,0.6093310848791538,1.7381250147478775,0.7745222929936278,0.5333500658844065,2.612184379224633,2.645968489342003,-1.3571367001561208,-0.1490689261696301,0.036088957389754914
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,-1.5384615384615443,0.04315925766077314,-2.0906801007556766,-10.082644628099164,-1.1098527746319309,-0.927643784786642,-1.3953488372093057,-1.1042944785276143,-0.6311433005690719,-2.8835774865073325,-2.6382978723404147,1.3339558460615013,0.008839779005516822,-4.852734922861162
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.4819277108433834,0.0,-0.4897959183673365,-4.939890710382512,-6.5934065934065815,-2.35752557233317,-2.570694087403599,-2.076749435665912,-2.462380300957592,-1.376673040152967,-6.111801242236028,-6.000000000000006,4.5509798352740685,0.116305077163935,-19.980601357904934
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,,,,,,,,,,,,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.06881128505074441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.2051855997015588,-0.5804749340369401,-0.1207915702904208,-4.1878669275929665,0.4444444444444429,-2.1945453497088216,-2.1678559293238058,-2.2509423801830826,-2.1987686895338707,-1.363596375472856,-5.516819571865431,-5.447112927950959,3.9567963739813936,0.008853474988906231,-7.863629075750276
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,-0.02819369832741525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-2.3216783216783243,0.0,-0.3099173553718979,-1.8793470546486697,-9.763779527559056,-0.6608501949136816,-0.8923375363724527,-0.19117233623840668,-0.7871198568872907,-0.5207100591716083,-2.723098422838892,-1.85145317545748,1.269012863510169,0.014175714423779281,-6.646525679758303
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,,,,,,,,,,,,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.48831531217300495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-1.5603549305206783,-7.432878002826192,0.0,-3.2692585633762192,-15.175757575757572,-1.819967851402028,-1.0523457125398792,-3.294639363505941,-1.4215714532772252,-1.0489510489510296,-4.393939393939394,-4.812394997199934,2.5654915323344007,-0.12817098933091622,1.5165367579237778
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.03314750640348596,0.2227934875749842,-0.18458896758960466,-2.128367934175184,0.9430894308943056,-0.4963547765648056,-1.2610197885038288,0.6568974229408806,-0.9479388161053512,-0.7308751892868317,-2.968584438271436,-2.9721955896452488,2.0737675728654663,0.1950530035335844,-18.8780445920032
0,0.9523809523809388,-1.1202729599090009,-0.05167958656330455,-1.9936007875953723,6.315789473684213,-1.1784511784511784,-0.7810993249758887,-1.7315436241610558,-0.9820732657833312,-0.6060606060605979,-2.4555052790346954,-2.369811320754717,1.585670969131609,-0.06307053941908639,9.05818836232752
0,0.37865748709122987,1.7322834645669198,-0.10416666666666076,1.8351477449455609,2.0689655172413843,1.169102296450944,0.6849315068493149,1.9251336898395688,0.9039548022598838,0.5901639344262333,2.5806451612903247,2.6829268292682795,-1.2106330735560973,-0.052459016393450825,2.0696387894565538
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4.545454545454546,1.2500000000000049,,-7.018348623853216,-29.940476190476193,-2.0639534883721,-0.5645161290322642,-3.82911392405064,-1.071428571428576,-2.5943396226415096,-9.791666666666671,-7.900000000000008,10.955089820359282,0.6959459459459467,410.41666666666674
0,,,,,,,,,,,,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-0.1978021978021819,-2.167832167832187,-0.4903846153846055,7.798120431604577,25.886287625418053,2.0790020790020654,3.3270614277808614,-0.01112140871176926,2.6700344431687646,2.1227177491768936,11.245937161430119,10.106508875739651,-5.8319367670610145,0.05183052241876115,64.77828054298644
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.3422811298786186,2.3627287853577363,-0.13250694592861334,-0.3072856434825729,-13.343898573692545,0.027343828538118158,-0.15077955397672302,0.3395458885060885,-0.006364865940016657,-0.04273599065428123,-0.3062096836869547,-0.27931615699493395,0.13575256562218055,-0.03417499185363169,3.712210080055972
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-0.12666789645206575,-1.0063272069900395,0.025673940949941656,0.15042406785083212,3.5076108537392385,-0.0791397596387135,-0.11927164780407885,-0.0290889858521937,-0.09973599295981493,-0.01838184096920509,0.016746293651172122,0.1696969696969704,-0.09104423222641396,0.07273788816853251,-8.212030025462125
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.07896814951303274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,,,,,,,,,,,,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.1721170395869093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-0.19914651493598207,-1.0940919037198986,1.3610251878037982,0.4398689751988759,16.20889748549323,0.15601659751036742,0.24378352023402666,-0.031201248049929093,0.15615108672715955,0.1940481043620016,0.5997248968363311,0.6339557099435676,-0.3726708074534249,-0.022316447221601053,3.6539457779312654
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,,,,,,,,,,,,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.5128205128205201,0.7746478873239523,0.0,-0.12195121951219465,-5.443037974683545,-0.2399999999999977,0.19531250000000555,-1.176470588235281,0.0791855203619961,0.025906735751282824,-0.2447552447552271,-0.08928571428571637,-0.18097606998884905,0.1442741208295603,-10.000000000000004
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.13757523645744085,-0.6060606060606146,,1.8688384054864984,13.723849372384914,0.7455156950672676,1.4159292035398108,-0.5857740585774083,1.0947065178249933,0.5998125585754389,3.055311676909561,2.6650943396226463,-1.1666071626429606,0.03736322391247104,13.149504523912109
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,1.2903225806451568,-5.41666666666667,-2.384105960264897,-9.999999999999991,-1.0687022900763403,-1.7679558011049663,0.4938271604938342,-1.5458937198067582,-0.909090909090906,-2.9850746268656745,-3.888888888888905,3.508209851822184,0.326530612244891,-6.027397260273968
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,,,,,,,,,,,,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.6414032331958895,-1.8181818181818288,0.1422311945126363,0.7392344497607665,-8.003886561000787,0.307353556357198,0.11254924029264564,0.7295345059843072,0.1922314573049016,0.20072382226816776,1.1064925750240424,1.2073436617494322,-0.4563437384688082,0.03393575987378266,13.100420842887207
1,-0.7353353915239978,-1.3873330461008204,0.23411005360463444,1.9455252918287995,79.48186528497405,1.8443113772455004,0.7245657568238225,4.330578512396702,1.1171015742937234,0.6428158307857514,2.6848361844012816,2.757672927164444,-1.4057063326374477,0.08514452162222617,17.645330772272747
1,-0.4235337445907449,1.9567456230689912,-0.1689943659838092,-2.894655725749105,-14.148105074204244,-1.1212330541403923,-1.1685183746406689,-1.0423715392257091,-1.1394618472971405,-0.6093842929697508,-4.7822637910493135,-5.037259409404401,0.4536883898579512,0.05693548660905805,34.28160572144843
1,-8.013410746343753,-1.6953169148878133,0.3091013624991922,1.964347927748851,-16.061651680221075,1.2810352460490777,0.7330090791485253,2.6123667912255235,0.9565935860624462,0.5541364794236551,3.0659567922555944,2.0907841135687657,-1.4271211018971948,0.4004957788836441,-13.377094435798824
1,-1.6574585635359154,-1.4113559874063513,-0.1754591180255067,0.6566695531765114,-7.077819594512572,0.13101005940708932,0.17479276463890273,0.04820797798210482,0.10519151042632374,0.1825436337005883,0.5939507502458886,0.9443828731092784,-0.9971961543746632,-0.15675727103834025,-37.458974575283904
1,2.166181700614287,-0.8,0.13855213023900936,-1.0287335934728548,-2.255639097744365,-0.7492113564668792,-0.3933434190620306,-1.4148273910582911,-0.4880554842024233,-0.2895498815477668,-1.3688494265630684,-1.1826544021025067,0.7438351201006106,-0.2117242291914924,19.576618670735193
1,1.0550609957138108,1.9640508548882083,0.08320044373569815,-2.3450360279463123,-10.713800135961911,-1.0689182816465042,-1.3396248734901048,-0.5862271005038835,-1.182874319603533,-0.8092485549132997,-2.9951447266031583,-3.423597459119774,1.962289782438624,-0.07179370591416827,17.447792852283193
1,0.36223601610720463,1.2109087080130552,0.017204005092384525,-1.3800902952050382,-11.00372918745732,-0.8205664914937261,-0.4134174474786277,-1.796398127207675,-0.6183040170352535,-0.33485392604096337,-1.6480487777440094,-1.6470685121677129,0.9268971557960952,0.1664293507406257,6.845562244836602
1,-0.3204700259571399,-0.9628223875070288,0.004199910065371823,-0.016258600904090318,13.710069420224409,-0.8615456596702901,-0.4754812600848621,-1.889309569931446,-0.6446796745011758,-0.19986906104931906,-0.3167758711754613,0.22467189845936555,-0.3970793138720144,0.3582902973361485,14.77459593014509
1,-1.1634349030470952,-1.1512717536813952,0.30596854126265993,-4.4534643594673415,-23.356216628527843,-3.9614302932904817,-3.522800950940134,-4.676056338028174,-3.8732901367890538,-1.7338583661478761,-5.980491086444679,-5.522388059701506,2.831052676253928,0.003599562514725364,7.3731984053971065
1,0.06027727546714546,2.755124531628826,0.2792321116928437,1.3977868375072835,-15.748031496062994,0.58817640286327,0.5437190382214208,0.661157024793379,0.5360672764432061,0.5461745027536377,1.899034657382499,1.5332599465325043,-1.0456300995627272,-0.0571765347501428,24.0913095101306
1,,,,,,,,,,,,,,,
1,-0.3862474874206997,1.1912461457471475,-0.12247397428047005,-2.3341018576374517,-10.83950336029162,-1.0972583316423603,-0.3082759535167849,-2.7144323937221206,-0.6331677677581256,-0.6485435936075196,-3.2367203339825594,-2.7276976885474946,1.7437872126547858,-0.0943032819588048,14.256998011797586
1,-0.1404622346402601,-0.5205945426310755,0.9391159299416316,1.7581566602193817,13.146198830409359,0.9887878981982388,0.9061574139026578,1.1316729279717952,0.9942406789936348,0.4400120003272923,2.2069814247439266,2.2878204118267744,-1.17228780138864,0.23760049383631016,5.225518195668082
1,-0.4250797024442203,-2.8169014084507054,0.3343523118074005,-2.134387351778656,17.791411042944784,-2.5814491721559687,0.0,-5.870445344129566,-1.109709962168984,-0.6268558231606656,-3.044280442804432,-3.1656302996043038,1.956050588461221,0.21113942482708448,3.838315217391318
1,-1.7849368741837093,-2.0964360587002133,0.0,-3.1393568147013635,-4.528985507246376,-2.0712961953559232,-1.4830848164181338,-3.3208446866484933,-1.7660502804903415,-0.8828175820090964,-4.2207449614857016,-4.021447721179627,1.8940201176370344,0.026656714826478432,12.582232669834779
1,-0.5690456539681171,0.9788654060066728,0.1517865689398293,-1.1687335588124868,-8.200609962724501,-0.7777020890099975,-0.17163798302175834,-1.7330895795246783,-0.4397032958629569,-0.32884674212296783,-1.5417467435404608,-1.6739980449657978,0.7195940677013261,0.0908585693744949,-13.266149723473404
1,-3.5010570824524376,-0.2758620689655236,-1.7454858125537511,-0.13307240704502224,2.3999999999999893,-0.6657183499288651,0.11087420042642927,-2.222222222222205,-0.5100182149362498,0.1970021413276448,0.4630541871921198,-1.055118110236209,-0.10282932765440632,0.14879649890590335,21.650986342943874
1,0.11294916585988225,-4.025233047975123,0.11021560928566763,-1.6512106213493676,1.5095847376007467,-0.8459658986417266,-0.4934378333256119,-1.6089380306404772,-0.5688628489022841,-0.5314283828115757,-2.2452692167250885,-2.518485057657959,1.6154784076421085,0.1308009504646451,30.82707669649575
1,1.5773630343166627,6.040137053352914,-0.1669877970455801,-2.6904376012966003,-14.577464788732385,-0.9338521400778326,-1.433926897844422,-0.0497100248550143,-1.0188195881367563,-0.7301202161685187,-3.319148936170212,-3.558139534883712,2.13546580872688,-0.15537867594490212,-49.025948624331726
1,-2.0861074123390986,7.396870554765296,1.7575979494690526,1.9223492015439343,-4.076878276062886,0.7745617611088371,0.9532374100719418,0.5409219190968898,0.8018901696856848,0.44131679389314543,3.0478955007256765,3.0428055698813634,-1.3944547224046753,0.2660966020361004,-17.921918229326796
1,-0.37209302325581256,1.2170959524483471,-0.21893110109466127,-3.1172636790784707,-31.55555555555555,-1.705221414408442,-3.085391102358213,0.9084823563163484,-2.4692420201324663,-1.1970578337579858,-3.212192262602594,-5.030181086519118,3.2852622078698213,0.25764682565899105,-13.361162130572716
